ID,SMILES,dockscore
ZINC000571398774,C[C@H](NC(=O)N[C@H]1CCC[C@@H](F)C1)C(=O)NC(C)(C)C,-25.36
ZINC000362016674,CCO[C@@H]1COCC[C@H]1NCC(=O)Nc1cc(C)ccc1OC,-26.76
ZINC000112887961,CCN(C(=O)[C@@H](C)Oc1ccc(F)cc1Cl)[C@H]1CC(=O)NC1=O,-28.82
ZINC000174735843,COc1ccc([C@@H](NC(=O)NCCC(=O)OC(C)(C)C)C2CC2)cc1,-27.14
ZINC000546007085,Cn1cc([N+](=O)[O-])cc1C(=O)N1CCO[C@]2(CCOC2)C1,-33.74
ZINC000330580289,Cn1ncc([N+](=O)[O-])c1C(=O)NCCC(=O)N1CCCCC1,-42.28
ZINC000538909056,COc1ccc2c(c1)OC[C@@H]2CC(=O)N[C@H]1CCO[C@]2(CCOC2)C1,-30.36
ZINC000134244520,Cc1nc(CC(C)C)c(C(=O)NC[C@@H](O)C(C)C)s1,-23.67
ZINC000412113247,CC1(C)CCCN(C(=O)[C@@H]2CCO[C@H]2c2ccccc2)C1,-27.68
ZINC000530464999,C[C@@H](Oc1cccc(Cl)c1Cl)C(=O)N(C)C#N,-27.9
ZINC000333828933,NC[C@@H]1CCCN1C(=O)N[C@@H]1C[C@H]1c1c(F)cccc1F,-14.07
ZINC000293475739,COC[C@H]1CCN1Cc1nn(-c2ccccc2)c2c1CCC2,-29.39
ZINC000037463586,O=C(O)C1(NS(=O)(=O)c2ccc(Cl)cc2F)CCCC1,-39.54
ZINC000267514966,Cc1nc2ccccc2nc1NCC1(C(N)=O)CCCC1,-37.36
ZINC000122524455,CCOCCC1(CNS(=O)(=O)c2ccc([N+](=O)[O-])cc2)CCC1,-31.1
ZINC000359044504,O=C(Nc1ccccn1)c1ccn(Cc2ccccc2)c1,-45.98
ZINC000344440930,CCN1C[C@@H](C)N(C(=O)c2cn(-c3ccc(F)cc3C)nn2)[C@@H](C)C1,-30.26
ZINC000093458732,COC(=O)C[C@H]1CN(Cc2cnc(-c3ccc(C)o3)s2)CCO1,-36.06
ZINC000443793029,NC(=O)CC1(NC(=O)[C@@H]2C[C@@H]2c2cccc(F)c2F)CCC1,-28.57
ZINC000449634717,Cc1cc(C(=O)NC[C@@H]2CCC[C@@H](N)C2)c(C)n1C1CC1,-12.81
ZINC000280957221,COc1cccc([C@@H](C)NC(=O)N2CCCC[C@@H]2c2ccnn2C)c1,-29.53
ZINC000529733985,CNC(=O)NC[C@@H]1CN(C(=O)CC(C)(C)C)CCO1,-29.36
ZINC000170719710,O=C(CN1CCCCC1=O)Nc1ccc(-n2ccnn2)cc1,-43.61
ZINC000344087796,CCC(C)(C)NC(=O)CN1CCC[C@@H](CNS(=O)(=O)C2CC2)C1,-31.43
ZINC000297602741,C#Cc1ccc(CNC(=O)N2C[C@@H](C)OC[C@@H]2C)cc1,-30.0
ZINC000445913706,COc1cc(NC(=O)C(=O)N(C)CCO)cc(OC)c1OC,-30.32
ZINC000289914946,C[C@H]1CN(Cc2ccccc2)C[C@@H]1NCc1ncccc1N(C)C,-17.76
ZINC000129319422,C[C@H](CNc1ccccc1)NC(=O)N[C@H]1CCO[C@@H]1c1ccccc1,-27.36
ZINC000576211541,C[C@@H]1[C@H](C)NCCN1C(=O)NCCNC(=O)c1cnccn1,-24.74
ZINC000450274050,Cc1cc2c(Br)ccnc2cc1NC[C@H](C)CO,-27.23
ZINC000192783635,Cc1cc(C)c(OCC(=O)NCCC(=O)N2CCOCC2)c(C)c1,-27.12
ZINC000411248202,COCC(C)(C)CC(=O)Nc1cccc(C(N)=O)c1,-28.16
ZINC000354348151,C[C@H](CCc1ccco1)NC(=O)c1ccc2cc[nH]c2n1,-38.43
ZINC000371311564,COC(=O)N[C@@H](C(=O)N[C@@H]1CCCc2c1cnn2CCO)C(C)C,-36.25
ZINC000359732888,O=C(c1cccs1)N1CCCC[C@@H]1C(=O)N1CC[C@@H](CC2CC2)C1,-26.66
ZINC000298991342,Cc1noc(CCCC(=O)Nc2cc(C(=O)NC3CC3)ccc2C)n1,-40.87
ZINC000567733756,CC(C)Oc1ccccc1Cn1cnc(C#N)cc1=O,-36.36
ZINC000450031196,COCCCOC1CN(C(=O)c2ccc(C(F)(F)F)[nH]2)C1,-34.89
ZINC000069532148,Cc1ccc(NC(=O)CN(C)C(=O)CCc2ccccc2)nc1,-33.48
ZINC000313172822,C[C@H](Nc1cccc(CCO)c1)c1ccc(S(C)(=O)=O)cc1,-43.86
ZINC000152474756,COc1ccccc1C[C@@H](NC[C@@H]1CCN(C2CC2)C1)C(C)C,-13.62
ZINC000339805533,CSc1ccc(N2C[C@H](C(=O)N[C@@H](C)[C@@H](C)CO)CC2=O)cc1,-29.55
ZINC000359371190,C=CCN(CCC#N)C(=O)c1nnn(-c2ccc3ncccc3c2)c1C,-38.68
ZINC000152216489,CO[C@H]1CCCC[C@@H]1NC(=O)Nc1cccc(-c2ncco2)c1,-33.93
ZINC000425191956,O=S(=O)(NC[C@@H]1C[C@H]1C1CCC1)c1ccccc1,-40.88
ZINC000408437474,C[C@@H]1CC[C@H](NC(=O)N2CCC(NC(=O)C3CCCCC3)CC2)C1,-41.63
ZINC000337892961,CSc1cccc(S(=O)(=O)N[C@H]2CCCCC[C@H]2C(N)=O)c1,-32.52
ZINC000348324610,COc1ccncc1CNC(=O)c1ccc(NC(N)=O)cc1,-49.19
ZINC000342006991,CC#CCCCC(=O)N1CCC(O[C@@H]2CCOC2)CC1,-40.53
ZINC000290634303,Cc1onc(N)c1S(=O)(=O)N1CCO[C@@H](Cn2cccn2)C1,-46.21
ZINC000357551183,N#Cc1ccc(CCC(=O)Nc2cnn(C(F)F)c2)cc1,-36.12
ZINC000338907618,COC[C@@H](C)n1ccc(=NC(=O)C(=O)N=c2cc(C(C)(C)C)o[nH]2)[nH]1,-39.65
ZINC000368051239,FC(F)COc1cnccc1CNC1CC(c2ccccn2)C1,-16.89
ZINC000424828025,CN(CCCO)C(=O)CCc1cccc(OC(F)F)c1,-32.54
ZINC000449682457,COc1cc(CN(CCO)[C@@H]2CCO[C@@H]2C)cc2ccccc21,-16.32
ZINC000345355473,CC(=O)c1oc2cc(C)ccc2c1CC(=O)N[C@@H]1CCOC[C@@H]1C,-26.62
ZINC000121114897,CCCCOC(=O)[C@H](C)N1CCOC[C@@H]1CC(=O)c1ccco1,-25.05
ZINC000282665655,CNC(=O)NC1CN(C(=O)NCCc2cn3ccccc3n2)C1,-36.54
ZINC000357790417,C[C@H]1COCCN1CCNC(=O)Nc1cnn(C(F)F)c1,-30.17
ZINC000544113331,Cc1cccc([C@H](C)CNC(=O)NC[C@@H]2CCCCS2(=O)=O)c1,-29.76
ZINC000416750986,O=C(N[C@H]1CCN(CC(F)F)C1)N[C@H]1CCCSC1,-25.83
ZINC000445166370,O=C(Nc1ccncn1)N[C@@H]1CCN(CCCc2ccccc2)C1=O,-31.48
ZINC000529913121,CC(=O)NCC(=O)N1CCCN(C(=O)[C@]23C[C@H]2CCC3)CC1,-30.04
ZINC000339313428,O=C(NCc1ccco1)C(=O)NC[C@@H]1CCC[C@@H](C(F)(F)F)C1,-31.22
ZINC000335914990,Cc1cc(C(=O)N[C@H]2CCO[C@H](C(C)C)C2)on1,-35.22
ZINC000339887370,Cc1ccc2c(c1C)OC[C@H]2NC(=O)c1sccc1F,-25.37
ZINC000346349346,Cc1nccc(NC(=O)N2CCC[C@](O)(Cn3ccnn3)C2)n1,-39.66
ZINC000294577568,Cc1cc(F)c(CC(=O)N2CCN(c3cccc(O)c3)CC2)cc1F,-31.84
ZINC000358632202,Cc1cnc(C(=O)N[C@H](c2ncccc2C)C(C)C)c(O)c1,-40.39
ZINC000177894182,COc1ccc(NC(=O)[C@H](C)N2CC[C@H](C)[C@H]2C)c(OC)c1,-27.37
ZINC000451079006,CC[C@@H](NS(=O)(=O)c1ccc(C)s1)C(F)F,-37.78
ZINC000569719660,O=C(N[C@@H]1CCC[C@@H](F)C1)N[C@H]1CCOc2c(F)cccc21,-31.58
ZINC000368907687,C[C@]1(NC[C@@H]2CC3(CC3)C(=O)O2)CCO[C@@H]1C1CC1,-19.01
ZINC000359224490,O=C(N[C@@H]1CCN(C2CC2)C1)N1CCC[C@@H](Oc2ccccc2)C1,-26.25
ZINC000357553882,C=CCN(CC(=O)N1CCc2ccccc21)C1CC1,-34.39
ZINC000367012655,CNC(=O)CNC(=O)Nc1cccc2c1CN(c1ccccn1)C2,-33.12
ZINC000339405374,C[C@@H](O)[C@@H]1CCN(C(=O)C(=O)NCC2(N3CCOCC3)CC2)C1,-25.98
ZINC000373446977,O=C1O[C@H](CN2CC[C@H]3CCOC(=O)[C@@H]32)CN1c1ccccc1,-37.26
ZINC000375967985,CNCCC(=O)N1C[C@@H]2[C@H](c3ccccc3)N(C)C[C@H]2C1,-13.12
ZINC000281018772,CC[C@H]1CN(C(=O)c2ccnc(OCC(F)(F)F)c2)CCCO1,-33.07
ZINC000348873564,C[C@@H](C(=O)N(C)Cc1ncc[nH]1)c1ccc([N+](=O)[O-])cc1F,-29.79
ZINC000132926595,COC(=O)c1ccc(N[C@@H]2CCN(c3ccccc3OC)C2=O)cc1,-42.01
ZINC000439029210,Cc1csc(CNC(=O)Nc2ccn3ccnc3c2)n1,-38.96
ZINC000456044773,Cc1cc(C(=O)NCC[C@@H]2C[C@@H]3C=C[C@H]2C3)c2c(O)nn(C)c2n1,-24.27
ZINC000554550870,CC[C@H]1CCCN1C(=O)c1cnc(C(C)(C)C)nc1,-26.1
ZINC000273098150,CO[C@@H](C)CCC(=O)N[C@@H](C)CC(=O)c1cccs1,-22.36
ZINC000414781999,CNCc1cccc(NC(=O)C(=O)N2CC[C@@H](C)C2)c1,-23.71
ZINC000493675436,CSCC[C@@](C)(C#N)NC(=O)/C=C\c1cnc(C)s1,-33.79
ZINC000410726959,N#Cc1cscc1C(=O)N1CCN(C2CC2)c2ccc(F)cc21,-37.49
ZINC000332530522,CO[C@H]1CCC[C@@H](C(=O)N2CCc3nnc(O)cc3C2)C1,-32.82
ZINC000493816183,CC(C)c1cccc(NC(=O)C(=O)N[C@@H](C)CC(N)=O)c1,-24.64
ZINC000424575388,N#C[C@H](c1ccccc1)N1CCN(C(=O)[C@@H]2CCC[C@@H](F)C2)CC1,-32.61
ZINC000368453963,C[C@H](C#N)NC(=O)[C@@H]1CC(=O)N(c2ccccn2)C1,-37.04
ZINC000289900960,OC[C@@]1(CNCc2ccco2)C[C@H]1c1ccccc1,-16.42
ZINC000334082514,CCN1C[C@H](NC(=O)NC[C@@]2(O)CCSC2)CC1=O,-50.0
ZINC000339915612,Cc1cc(NC(=O)c2ccc3cncn3c2)c(=O)n(C)c1,-36.06
ZINC000412718664,CC[C@@H](NC(=O)c1cncc(OC)n1)[C@@H](O)C(C)C,-18.15
ZINC000533222996,CCc1nc(-c2ccc(C(=O)N(CC)C3CCC3)cc2)n[nH]1,-33.75
ZINC000478572163,Cc1cnn(CC(=O)N[C@H]2C[C@H](c3ccc(Cl)cc3)C2)c1,-37.06
ZINC000346575685,O=C(N[C@H](CC(F)(F)F)c1ccccc1)N1C[C@H](F)C[C@H]1CO,-22.51
ZINC000418230396,CC[C@@H](COCC(F)(F)F)NC(=O)NCC[C@H]1CCCNC1,-6.51
ZINC000134268874,C[C@@H]1OCC[C@@H]1NC(=O)c1n[nH]c(=O)c2ccccc21,-29.95
ZINC000439657100,CCOC(=O)CC(=O)N[C@@H](c1ccc(C(F)(F)F)cc1)C(C)C,-29.23
ZINC000295414657,CNC(=O)OC[C@H]1CCCCN1C(=O)c1cccc(C(F)(F)F)n1,-35.6
ZINC000421431422,COc1ccc(Cl)cc1CN(C)C(=O)[C@]1(C)CC1(F)F,-30.37
ZINC000527053856,COC(=O)[C@H]1CCN(C(=O)COc2cc(C)cc(C)c2)[C@@H]1C,-28.31
ZINC000580818457,CC(C)OCc1ccccc1CNC(=O)N[C@H](C)c1ccnc(O)c1,-30.17
ZINC000448697470,CCOC(=O)c1cc(C(=O)NCc2cccnc2N(C)C)[nH]c1C,-34.11
ZINC000371473562,C=CCCC[C@H](C)NC(=O)c1cnn(CCN2CCOCC2)c1,-15.08
ZINC000171385941,CCCCCCC(=O)N1CCC(CNC(=O)c2cnn(C)c2)CC1,-34.42
ZINC000281560484,CCOCC1(C(=O)NCc2ccnc(-n3ccnc3)c2)CC1,-36.77
ZINC000571927517,NC(=O)Cn1cc(NC(=O)N(CC2CC2)CC2CC2)ccc1=O,-36.16
ZINC000181091912,Cc1noc(C)c1S(=O)(=O)Nc1cccc(N(C)C)n1,-50.82
ZINC000497173052,Cc1ccc(NC(=O)C(=O)N[C@H]2[C@@H]3CCC[C@@H]32)cc1N1CCOC1=O,-32.33
ZINC000293077923,Cn1ccnc1COc1ccc(CN2CCC[C@@H](O)CC2)cc1,-31.5
ZINC000424662774,CCOC(=O)C(C)(C)N(C)C(=O)[C@H]1CCCC[C@H]1C,-24.76
ZINC000565032177,O=C(O)C1CCC(CC(=O)N[C@H]2CCCOc3cc(F)ccc32)CC1,-54.87
ZINC000077540539,Cn1nc(C(C)(C)C)cc1C(=O)N1CCN(C(=O)[C@H]2CCCO2)CC1,-24.52
ZINC000574027015,COc1ccc(CN(C)CC2(CO)CC2)c(OCc2cccnc2)c1,-34.95
ZINC000273050955,C[C@H](NC(=O)NCC[C@H]1CCO[C@H](C)C1)C(=O)Nc1ccccc1,-27.89
ZINC000368119671,CCO[C@@H]1C[C@H](NC(=O)NC2CCCC2)[C@]12CCCO2,-29.68
ZINC000334719439,COc1cccnc1CNC(=O)N1CC[C@H](C)[C@H]1C,-23.14
ZINC000264063417,CN(C)S(=O)(=O)c1ccc(C/N=C(\N)NC(C)(C)C)cc1,-22.23
ZINC000524503307,Cc1ccc(O)c(C(=O)NCCc2nc3ccccc3n2C(F)F)c1,-48.98
ZINC000348207500,COC(=O)CN(CC(=O)N1CCN(CC(=O)N(C)C)CC1)C1CC1,-30.99
ZINC000004394661,N/C(=N\O)c1ccc(OCc2ncc(C(F)(F)F)cc2Cl)cc1,-31.52
ZINC000578394839,COc1cc(C)c(S(=O)(=O)N(C)c2ccc(C)cn2)cc1Cl,-27.84
ZINC000343505380,NC(=O)c1ccc(C(=O)Nc2cnn(C(F)F)c2)o1,-32.3
ZINC000161558161,CC(C)C[C@@H]1CCCCN1C(=O)NCCn1cc([N+](=O)[O-])cn1,-31.15
ZINC000410438311,CCC(=O)N[C@H]1CCCN(C(=O)C(=O)N2CCS[C@@H](C)C2)C1,-27.07
ZINC000411276125,Cc1cc(NC(=O)C(=O)N2CCS[C@H](C(C)C)C2)cc2n[nH]cc21,-40.64
ZINC000282607076,CC[C@@H](C)c1ccccc1NC(=O)[C@H](C)N(C)CCOCCO,-22.81
ZINC000330578714,COC(=O)c1cc(/C(O)=N/C[C@]2(O)CCC[C@@H](C(F)(F)F)C2)c[nH]1,-27.36
ZINC000289627619,COC[C@@H](NS(=O)(=O)c1cncc(C#N)c1)c1ccc(C)o1,-52.65
ZINC000362138020,Cc1nc(=NC(=O)c2cc([N+](=O)[O-])cnc2C)s[nH]1,-61.7
ZINC000520870280,Cc1cc(CNC[C@H](O)COc2ccc3ccccc3c2)no1,-34.24
ZINC000345068845,COC(=O)[C@@H]1CCN(C(=O)c2occc2C)[C@H]1C(C)C,-20.3
ZINC000347351567,O=C(CN1CCC[C@@](F)(CO)C1)NC(=O)NC1CC1,-20.54
ZINC000564018976,O=C(c1cnc2ccccn21)N1CCOc2c(F)cccc2C1,-40.35
ZINC000275978407,Cc1cc(N2CCC(NC(=O)NCCc3cccs3)CC2)[nH]n1,-50.36
ZINC000280948476,CC(C)n1nccc1CNC[C@@](C)(O)c1cccs1,-18.71
ZINC000454902707,COC(=O)c1cc(NC(=O)N[C@@H](C)Cc2cnn(C)c2)ccc1C,-40.08
ZINC000153451252,CN(C)S(=O)(=O)c1cc(C(=O)N[C@H]2C[C@@H]2C2CCCCC2)co1,-33.57
ZINC000341668473,C[C@@H]1CN(C2CC2)C[C@@H]1NC(=O)N[C@@H]1CCN(C2CCCC2)C1,-9.84
ZINC000450749453,CCO[C@@H]1CCN(c2ccnc(C(F)(F)F)c2)C[C@@H]1C,-30.33
ZINC000335085144,C[C@H]1CC(C(=O)N2CC(C3CCC3)C2)C[C@H](C)O1,-22.32
ZINC000375337812,COc1ccc(CCC(=O)N2CC[C@]3(C2)CCCOC3)cc1F,-29.89
ZINC000452102889,CCC[C@H](CC)S(=O)(=O)N(C)[C@H]1CCN(C(C)C)C1,-14.23
ZINC000423438923,CC(C)[C@H](C(=O)N1CCN(Cc2cnn(C)c2)CC1)[C@@H](C)N,-20.79
ZINC000458194667,Cc1csc(CCC(=O)Nc2ccc(OCCN(C)C)c(C)c2)n1,-29.05
ZINC000273574099,CCCc1nc(C(=O)Nc2cc3[nH]ncc3cc2C)co1,-29.59
ZINC000360913344,C[C@H](CNc1nccnc1OC(F)F)N(C)Cc1ccccc1,-18.67
ZINC000457986072,CC(C)C[C@@H]1C[C@H]1NC(=O)[C@H]1CCc2ccccc21,-28.05
ZINC000562381742,C[C@@H](C(=O)N1CCCc2cccc(OC(F)F)c21)c1cncnc1,-33.91
ZINC000497033019,Cc1ccc(C(=O)NC2(CCO)CN(C(=O)OC(C)(C)C)C2)n1C,-23.26
ZINC000459999538,C[C@@]1(C(N)=O)CCN(C(=O)C(=O)N2CCOC(C)(C)C2)C1,-32.55
ZINC000376796748,COCC[C@H](C)N[C@H]1CCN(S(=O)(=O)c2ccccc2)C1,-17.09
ZINC000305218910,Cc1ccc(C(=O)CCC(=O)N(C)CC2(O)CCCC2)cc1C,-26.0
ZINC000177098495,Cc1cc(NC(=O)C(=O)N[C@H]2CCO[C@H]2c2ccccc2)ccc1F,-31.14
ZINC000329022375,C[C@@H]1CN(C(=O)[C@@H]2CC(=O)N(C)[C@H]2c2ccnn2C)C[C@@H](CO)O1,-29.95
ZINC000194498459,CC[C@@H]1CN(C(=O)NCc2ccc(Br)c(F)c2)CCO1,-26.29
ZINC000566321822,Cc1ncc2n1C[C@H](C(=O)N[C@@H](c1nccn1C)c1ccccc1)CC2,-30.01
ZINC000357629028,Cc1ccc2nc(CN3CCC(N(C)CCO)CC3)cc(=O)n2c1,-30.74
ZINC000433335723,CC[C@H](C)N(C)CCNCc1ncc(C(F)(F)F)s1,-17.01
ZINC000346979526,O=S(=O)(NCc1c(F)cccc1Cl)c1ccc(F)cc1,-38.25
ZINC000408520213,CNC(=O)CN1CCCC[C@@H]1[C@@H]1CCCN(C(=O)OC(C)(C)C)C1,-21.92
ZINC000091956440,CC(C)Oc1ccc(NC(=O)N[C@H]2CC[C@@H](N(C)C)C2)cc1,-24.6
ZINC000413619742,CC[C@H](CNC(=O)N[C@@H](C)c1cnn(CC)c1)CC(F)(F)F,-35.06
ZINC000554030130,O=C1N[C@H](C2CCCCC2)C(=O)N1CCCCOc1ccc(F)cc1,-26.85
ZINC000284533075,C[C@H](O)CN1CCN(C(=O)Nc2ccc3c(c2)C(=O)CCC3)CC1,-38.88
ZINC000133023332,CC[C@@H]1CCN(C(=O)Nc2ccn(CCOC)n2)C1,-29.48
ZINC000457703554,Cn1ccc(CCNC(=O)C2CC(C(C)(C)C)C2)n1,-36.38
ZINC000415020067,NC[C@H]1CC[C@H](CNCc2ccn(C(F)F)n2)CC1,-7.67
ZINC000458804262,COC[C@H]1CCCCN1C(=O)NCC1(COC)CCOCC1,-23.51
ZINC000261617728,Cn1c(CCNC(=O)[C@@H]2CCC[C@@H]2CN)nc2c1cccc2F,-17.57
ZINC000292876734,C[C@@H]1CN(Cc2ccccc2)CCN1C(=O)CCc1cncnc1,-37.74
ZINC000351797108,COC[C@@H](NC(=O)CCc1ccc(C)o1)C(=O)OC,-36.34
ZINC000343614578,CC(=O)c1c[nH]c(C(=O)NCc2cccc(NC(N)=O)c2)c1,-36.3
ZINC000288825808,CSCCN1CC[C@](CO)(Cc2ccc(F)cc2)C1,-14.26
ZINC000373489567,COCCN(C)c1ccc(CN2CCC[C@H]3OCC[C@H]32)cn1,-23.52
ZINC000072141827,Fc1cccc(F)c1CC[C@H]1CCCN(CCCn2cnnn2)C1,-20.61
ZINC000422103582,CNc1ccccc1C(=O)NCC1(CC(N)=O)CC1,-37.24
ZINC000567689925,CCNC(=O)N1CC[C@@H](NC[C@@H](O)CSC)C1,-22.91
ZINC000366248171,COc1cccc(N2CCC(N[C@@H](C)C3CCOCC3)CC2)c1,-19.42
ZINC000331413905,O=C(NCCCN1CCCCCC1=O)N1CCO[C@@H](CO)C1,-27.23
ZINC000372285613,CC(C)CSCCNC(=O)N1CCCN(C2CCOCC2)CC1,-24.7
ZINC000114930758,Cc1ccc(CNC(=O)N2CCC[C@H]2c2ccc[nH]2)cn1,-33.45
ZINC000349470382,Cc1cccc(NS(=O)(=O)CCCS(=O)(=O)N2CCCO2)n1,-42.88
ZINC000097095968,Cc1cc(CNC(=O)Nc2ccc([N+](=O)[O-])c(C)c2)on1,-43.7
ZINC000266400203,CCC(O)(CC)CNC(=O)Nc1cnn(CC(C)C)c1,-35.53
ZINC000278362794,Cc1cccc([C@H](CNC[C@@H]2CCSC2)N2CCOCC2)c1,-14.52
ZINC000282111428,Cc1ccccc1NCCC(=O)NCc1ncnn1C(C)(C)C,-28.99
ZINC000282312449,CC(C)Sc1c(Cl)cccc1NC[C@@H]1CNC(=O)O1,-27.88
ZINC000184054091,O=C(N[C@H](CCO)c1ccco1)c1ccc2[nH]cnc2c1,-35.02
ZINC000002619649,CCCNC(=O)COc1ncnc2scc(-c3ccc(F)cc3)c21,-36.42
ZINC000173106927,CSCCC(=O)Nc1cc(C(N)=O)ccc1CN(C)C,-28.83
ZINC000419520617,Cc1c2ccccc2n(C)c1CNC(=O)N[C@H]1C[C@@](C)(O)C1,-36.34
ZINC000368669204,O=C(c1ccc2nc[nH]c2n1)N1CCO[C@H](c2cccc(Cl)c2)C1,-36.1
ZINC000378301804,COc1cc(CN2CCCC[C@H]2c2nnc3n2CCCC3)ccn1,-38.05
ZINC000170735106,CC[C@@H](C)N(C)CCNC(=O)Cc1cnn(C)c1,-21.37
ZINC000493400864,CC[C@@H](NC(=O)/C=C/C1CCOCC1)c1ccccc1,-23.89
ZINC000125562252,Cc1cc(CC(=O)N[C@@H](C)Cc2ccccc2F)n[nH]1,-37.14
ZINC000354604047,COc1cc(C)ccc1OCC(=O)NCCOC(F)(F)F,-24.34
ZINC000415850111,C/C=C/c1ccc(NC(=O)C(=O)N[C@@H](CCN)C(F)(F)F)cc1,-19.68
ZINC000191026109,CCC1(CO)CCN(C[C@@H](O)C2CCCCC2)CC1,-10.78
ZINC000413457855,CCC[C@@H](N=c1nc(O)c2cnn(C)c2[nH]1)C1CCCC1,-33.0
ZINC000359992332,CO[C@@]1(CN[C@@H](C)c2ccc(Cl)cn2)CCOC1,-10.42
ZINC000351528214,CCC(=O)c1ccc(-c2nc(-c3ccc4c(c3)CC(=O)N4)no2)cc1,-35.67
ZINC000282111004,CC[C@@H](C)C(=O)Nc1ccc(O[C@@H]2CCCC[C@H]2O)cc1,-30.59
ZINC000336900902,Cc1ccsc1CNC(=O)CCCNC(=O)[C@H]1CC=CCC1,-32.72
ZINC000416336418,COc1cc(NC(=O)[C@H]2CCO[C@@H](C)C2)ccc1OCCN(C)C,-24.04
ZINC000401236431,O=S(=O)(NCCC[C@H]1CCOC1)c1ccc(F)cc1,-32.29
ZINC000331224808,CNS(=O)(=O)C[C@@H]1CCCN1C(=O)c1ccc(C(C)C)cc1O,-32.24
ZINC000341869872,Cn1cc(NC(=O)c2ccc(OCC(F)(F)F)cc2)ccc1=O,-35.47
ZINC000298134171,CC(C)[C@]1(CO)CCCN(C(=O)NCCc2cn[nH]c2)C1,-24.9
ZINC000433066341,CC(C)(C)OC(=O)CNC(=O)CN1CCC[C@@H](c2ccccc2)C1,-24.55
ZINC000448752310,CCN(C(=O)c1ccc(-n2nnnc2C)cc1F)C(C)C,-36.04
ZINC000054053791,C[C@@H](C(=O)O)N(C)S(=O)(=O)c1ccccc1OC(F)(F)F,-54.35
ZINC000119228410,CCOC(=O)CN(C(=O)c1cnn(CC(C)C)c1CC)C1CC1,-26.46
ZINC000236826858,CCN1CCCC[C@H]1CNC(=O)[C@@]1(C)CCCCN1,-3.55
ZINC000157366599,O=C(CN1CC[C@H](CO)C1)N1CCN(C(=O)c2ccco2)CC1,-36.3
ZINC000297360657,C=C[C@@H](CO)NC(=O)Nc1ccc([C@H]2CCOC2)cc1,-39.37
ZINC000045743295,O=S(=O)(NC[C@H]1CCOC1)c1cc(C(F)(F)F)ccc1Cl,-23.48
ZINC000186603760,CC[C@H]1[C@@H](C)CCN1S(=O)(=O)c1cc(C(=O)OC)co1,-20.38
ZINC000358114627,CCc1nc(C)c(NC(=O)C(=O)N(C)C2CCC(F)(F)CC2)s1,-28.67
ZINC000135929884,COCc1nc(C)c(C(=O)N[C@@H](C)CC(C)(C)OC)s1,-32.63
ZINC000291551728,Cc1ccc(C)c(-n2cnc(=O)n2Cc2cc(C)ncn2)c1,-44.27
ZINC000267699970,CCC[C@@H]1C[C@@H]1NC(=O)c1cccc(Cn2ccnc2)c1,-42.9
ZINC000280517183,CCCNC(=O)CCCC(=O)N[C@@H](CCC)[C@H](O)c1ccccc1,-29.12
ZINC000360938803,CC[C@H](CO)NC(=O)c1cc(Cl)cc2c1OCC2,-37.49
ZINC000361213414,COc1ccc(NC(=O)N2CCCC[C@@H]2[C@H]2CNC(=O)C2)cn1,-30.54
ZINC000567248024,CCO[C@H](CC(=O)Nc1cccc2nc(O)[nH]c21)C1=CCCC1,-26.03
ZINC000560710723,CCNC(=O)CCCC(=O)NCCCc1nc[nH]n1,-39.56
ZINC000373482135,C#C[C@@H](C)NC(=O)N1CCC[C@@H](NS(=O)(=O)c2ccccc2)C1,-29.18
ZINC000289953937,COc1cccc(CN(C)C(=O)C(=O)N[C@@H](C)C2=CCN(C)CC2)c1,-28.64
ZINC000565240180,N[C@@H]1C[C@@H]2CN(C(=O)c3cccc(C4CC4)c3)CCN2C1=O,-24.76
ZINC000496543373,CC[C@@]1(C)OC(=O)N(Cc2ccc([N+](=O)[O-])c(OC)c2)C1=O,-34.65
ZINC000185479842,CC#CCCCC(=O)Nc1cccc2c1C(=O)N(C)C2=O,-28.78
ZINC000432637776,CC[C@@H](C)NC(=O)N[C@@H](c1cc(F)ccc1F)C(F)F,-21.26
ZINC000359226452,COC[C@@H](C)NC(=O)N1CCO[C@@H](COc2ccccc2)C1,-22.64
ZINC000177784850,C[C@@H](NC(=O)N[C@@H]1CCCOC1)c1cccc(OC(F)(F)F)c1,-29.85
ZINC000093077594,C[C@H](C(=O)NC1CCCC1)N1CCN(C[C@H]2CC=CCC2)CC1,-17.4
ZINC000347376012,COC(=O)c1cc(CN(C)CC[C@@H]2CCCCO2)oc1C,-14.4
ZINC000457015240,O=C(CCc1cncc2ccccc21)N1CCN[C@@H](c2ccccc2)C1,-29.84
ZINC000411318035,Cc1ccc(C)c([C@H]2CN(CCC3(O)CCC3)[C@H](C)CO2)c1,-16.8
ZINC000330826401,CC[C@@H]1C[C@@H](C(=O)NCCC[S@@](C)=O)CC(=O)N1,-30.4
ZINC000347180958,CCN(CCNC(=O)N1C[C@@H](COC)OC(C)(C)C1)C1CC1,-23.11
ZINC000355768256,COCc1ncc(C(=O)N[C@@H]2[C@H](C)[C@H](OC)C2(C)C)c(N)n1,-29.95
ZINC000337209729,CSc1ccccc1[C@H](C)NS(=O)(=O)c1cncc(Cl)c1,-28.07
ZINC000362932808,Cc1cc(CC(=O)NC2CCN(Cc3cccc(C)c3)CC2)no1,-27.77
